"","HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female maturity (days)","Male maturity (days)","Gestation/Incubation (days)","Weaning (days)","Litter/Clutch size","Litters/Clutches per year","Inter-litter/Interbirth interval","Birth weight (g)","Weaning weight (g)","Adult weight (g)","Growth rate (1/days)","Maximum longevity (yrs)","Source","Specimen origin","Sample size","Data quality","IMR (per yr)","MRDT (yrs)","Metabolic rate (W)","Body mass (g)","Temperature (K)","References"
"110","00116","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma","texanum","Small-mouthed salamander",NA,NA,35,NA,625,NA,NA,NA,NA,NA,NA,13.8,"485","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"485,749"
"111","00117","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma","tigrinum","Tiger salamander",1460,1460,28,NA,37,NA,NA,NA,NA,9.402,NA,25,"485","captivity","medium","acceptable",NA,NA,0.00196,3.21,291,"27,37,440,485,1143"
"112","00118","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Dicamptodon","ensatus","California giant salamander",NA,NA,150,NA,85,NA,NA,NA,NA,NA,NA,16.9,"451","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"451,749"
"113","00119","Animalia","Chordata","Amphibia","Caudata","Amphiumidae","Amphiuma","means","Two-toed amphiuma",1460,1095,150,NA,200,NA,NA,NA,NA,200.967,NA,27,"485","captivity","small","acceptable",NA,NA,0.00904,199,288,"37,485,749"
"114","00120","Animalia","Chordata","Amphibia","Caudata","Amphiumidae","Amphiuma","tridactylum","Three-toed amphiuma",NA,NA,135,NA,200,NA,NA,NA,NA,NA,NA,15.9,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
"115","00121","Animalia","Chordata","Amphibia","Caudata","Cryptobranchidae","Andrias","davidianus","Chinese giant salamander",NA,NA,55,NA,500,NA,NA,NA,NA,NA,NA,19.9,"485","captivity","small","questionable",NA,NA,NA,NA,NA,"485,749"
"116","00122","Animalia","Chordata","Amphibia","Caudata","Cryptobranchidae","Andrias","japonicus","Japanese giant salamander",1825,1825,60,NA,500,NA,NA,NA,NA,NA,NA,55,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"2,485,749"
"117","00123","Animalia","Chordata","Amphibia","Caudata","Cryptobranchidae","Cryptobranchus","alleganiensis","Hellbender",1825,1825,72,NA,275,NA,NA,NA,NA,358.1,NA,29,"528","wild","medium","acceptable",NA,NA,0.0253,358,288,"37,440,528"
"118","00124","Animalia","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius","boulengeri","Boulenger's oriental salamander",NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,11.9,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"230,231,485,749"
"119","00125","Animalia","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius","leechii","Chinese salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
"120","00126","Animalia","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius","nebulosus","Clouded salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485"
"121","00127","Animalia","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius","retardatus","Japanese salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
"122","00128","Animalia","Chordata","Amphibia","Caudata","Hynobiidae","Onychodactylus","fischeri","Long-tailed clawed salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"525"
"123","00129","Animalia","Chordata","Amphibia","Caudata","Hynobiidae","Onychodactylus","japonicus","Japanese clawed salamander",NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,14.2,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,749"
"124","00130","Animalia","Chordata","Amphibia","Caudata","Hynobiidae","Paradactylodon","mustersi","Afghanistan salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
"125","00131","Animalia","Chordata","Amphibia","Caudata","Hynobiidae","Salamandrella","keyserlingii","Siberian salamander",NA,NA,23,NA,70,NA,NA,NA,NA,NA,NA,8,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"525,749"
"126","00132","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","aeneus","Green salamander",912,912,82,NA,21,2,NA,NA,NA,NA,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"451,528,749"
"127","00133","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","lugubris","Arboreal salamander",1095,1095,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"485,749"
"128","00134","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Bolitoglossa","dofleini","Giant palm salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
"129","00135","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Bolitoglossa","mexicana","Palm salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
"130","00136","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Desmognathus","monticola","Seal salamander",1642,1277,45,NA,25,NA,NA,NA,NA,NA,NA,17.7,"485","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"485,528,749"
"131","00137","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Desmognathus","ochrophaeus","Allegheny mountain dusky salamander",1280,1280,NA,NA,16,NA,NA,NA,NA,0.6,NA,19.8,"485","captivity","tiny","acceptable",0.3,NA,NA,NA,NA,"468,485,526,529"
"132","00138","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Desmognathus","quadramaculatus","Black-bellied salamander",1280,1280,NA,NA,25,NA,NA,NA,NA,14.34,NA,15,"485","captivity","small","acceptable",NA,NA,0.00411,14.1,288,"37,468,485,749"
"133","00139","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Desmognathus","welteri","Black mountain salamander",1642,1642,NA,NA,26,NA,NA,NA,NA,NA,NA,20,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,528,749"
"134","00140","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","eschscholtzii","Ensatina",1278,1278,138,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"451,749"
"135","00141","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Eurycea","lucifuga","Cave salamander",1095,1095,13,NA,73,NA,NA,NA,NA,NA,NA,9.1,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,749"
"136","00142","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Eurycea","rathbuni","Texas blind salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
"137","00143","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Eurycea","spelaea","Grotto salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
"138","00144","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Eurycea","wilderae","Blue ridge two-lined salamander",1278,1278,NA,NA,32,NA,NA,NA,NA,NA,NA,8,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
"139","00145","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Gyrinophilus","palleucus","Tennessee cave salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
"140","00146","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Gyrinophilus","porphyriticus","Spring salamander",1460,1460,NA,NA,61,NA,NA,NA,NA,NA,NA,18.5,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,528,749"
"141","00147","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Hemidactylium","scutatum","Four-toed salamander",912,912,NA,NA,30,NA,NA,NA,NA,NA,NA,8.9,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"468,485"
"142","00148","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Phaeognathus","hubrichti","Red Hills salamander",2008,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,19.7,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
"143","00149","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","cinereus","Eastern red-backed salamander",730,730,NA,NA,8,NA,NA,NA,NA,0.5,NA,25,"528","wild","medium","acceptable",NA,NA,9.9e-05,0.76,278.5,"37,468,526,528,529"
"144","00150","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","dunni","Dunn's salamander",1095,1095,70,NA,9.4,NA,NA,NA,NA,NA,NA,11,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
"145","00151","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","elongatus","Del Norte salamander",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,13.3,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
"146","00152","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","glutinosus","Northern slimy salamander",910,910,NA,NA,21,NA,NA,NA,NA,4.2,NA,20.1,"485","captivity","small","acceptable",NA,NA,0.00191,4.2,288,"37,468,485"
"147","00153","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","jordani","Red-cheeked salamander",1825,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,"485","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"485,512,528"
"148","00154","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","vehiculum","Western red-backed salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
"149","00155","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","yonahlossee","Yonahlossee salamander",1095,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"451,528"
"150","00156","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Pseudotriton","montanus","Mud salamander",1643,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
"151","00157","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Pseudotriton","ruber","Red salamander",1825,1460,75,NA,80,NA,NA,NA,NA,NA,NA,20.1,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
"152","00158","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Speleomantes","italicus","Italian cave salamander",1278,1278,304,NA,10,NA,NA,NA,NA,NA,NA,10.6,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
"153","00159","Animalia","Chordata","Amphibia","Caudata","Proteidae","Necturus","maculosus","Mudpuppy",2190,1825,50,NA,68,NA,NA,NA,NA,NA,NA,34,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"528,539,749"
"154","00160","Animalia","Chordata","Amphibia","Caudata","Proteidae","Necturus","punctatus","Dwarf waterdog",1825,1825,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"451,528,749"
"155","00161","Animalia","Chordata","Amphibia","Caudata","Proteidae","Proteus","anguinus","Olm",4124,NA,133,NA,35,NA,4562,NA,NA,17,NA,102,"934","wild","medium","acceptable",NA,999,NA,NA,NA,"485,749,934"
"156","00162","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Calotriton","asper","Pyrenean brook newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"525"
"157","00163","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Cynops","ensicauda","Brown newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451"
"158","00164","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Cynops","pyrrhogaster","Japanese firebelly newt",913,913,20,NA,200,NA,NA,NA,NA,NA,NA,25,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"85,485,749,880,1260"
"159","00165","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Ichthyosaura","alpestris","Laureutis alpine salamander",1460,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,462,525"
"160","00166","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lissotriton","boscai","Bosca's newt",NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,8,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"525,749"
"161","00167","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lissotriton","vulgaris","Smooth newt",1095,730,NA,NA,180,NA,NA,NA,NA,NA,NA,20,"525","captivity","medium","acceptable",NA,NA,NA,NA,NA,"525,749"
"162","00168","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Notophthalmus","perstriatus","Striped newt",487,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,"485","captivity","large","acceptable",NA,NA,NA,NA,NA,"485,749"
"163","00169","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Notophthalmus","viridescens","Eastern newt",2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"website feedback","captivity","medium","acceptable",NA,NA,NA,NA,NA,"233,483,525,528,749"
"164","00170","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Pachytriton","brevipes","Tsitou newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
"165","00171","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Paramesotriton","chinensis","Asian newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,"485","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"485"
"166","00172","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Pleurodeles","poireti","Algerian newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
"167","00173","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Pleurodeles","waltl","Iberian ribbed newt",NA,NA,13,NA,725,NA,NA,NA,NA,NA,NA,19.5,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,749"
"168","00174","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra","atra","Golden alpine salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"525"
"169","00175","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra","salamandra","European fire salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,NA,24,"451","captivity","medium","acceptable",NA,NA,0.00857,19.1,288,"37,451"
"170","00176","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","granulosa","Rough-skinned newt",1278,1278,23,NA,NA,NA,NA,NA,NA,12.32,NA,NA,NA,"unknown","small","low",NA,NA,0.00518,12.2,288,"37,451,749"
"171","00177","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","rivularis","Red-bellied newt",1825,1825,18,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"485,749"
"172","00178","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","torosa","California newt",1095,1095,45,NA,122,NA,NA,0.45,NA,NA,NA,21.8,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,749"
"173","00179","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Triturus","carnifex","Italian crested newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"525"
"174","00180","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Triturus","cristatus","Northern crested newt",NA,NA,16,NA,225,NA,NA,NA,NA,NA,NA,28,"525","captivity","medium","acceptable",NA,NA,NA,NA,NA,"327,525,749"
"175","00181","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Triturus","marmoratus","Marbled newt",1460,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"525","captivity","small","acceptable",NA,NA,NA,NA,NA,"525"
"176","00182","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Tylototriton","verrucosus","Mandarin salamander",1460,1460,NA,NA,43,NA,NA,NA,NA,NA,NA,11,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"485,525,749"
"177","00183","Animalia","Chordata","Amphibia","Caudata","Sirenidae","Siren","intermedia","Lesser siren",730,730,60,NA,350,NA,NA,NA,NA,NA,NA,25.7,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,468,749"
"178","00184","Animalia","Chordata","Amphibia","Caudata","Sirenidae","Siren","lacertina","Greater siren",NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,25,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
"179","00185","Animalia","Chordata","Amphibia","Gymnophiona","Caeciliidae","Dermophis","mexicanus","Mexican burrowing caecilian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
"180","00186","Animalia","Chordata","Amphibia","Gymnophiona","Caeciliidae","Typhlonectes","compressicauda","Cayenne caecilian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
"181","00187","Animalia","Chordata","Amphibia","Gymnophiona","Caeciliidae","Typhlonectes","natans","Aquatic caecilian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","medium","low",NA,NA,NA,NA,NA,"451"
"182","00188","Animalia","Chordata","Amphibia","Gymnophiona","Ichthyophiidae","Ichthyophis","kohtaoensis","Yellow-striped caecilian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
"183","00190","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","cooperii","Cooper's hawk",730,730,24,NA,4,1,NA,28,NA,526.64,0.212,20.3,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"184","00191","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","gentilis","Northern goshawk",365,730,33,NA,3,1,NA,NA,NA,1044.2,0.225,22,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"437,444,445,450,729,732,1143"
"185","00192","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","nisus","Eurasian sparrowhawk",365,365,NA,NA,NA,NA,NA,NA,NA,237.5,0.258,20.2,"450","wild","medium","acceptable",NA,NA,0.9516,135,NA,"450,510,729,732,820,1143,1150"
"186","00193","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","striatus","Sharp-shinned hawk",365,365,34,NA,4,1,NA,NA,NA,135,NA,19.9,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,437,444,445"
"187","00194","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aegypius","monachus","Cinereous vulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,9625,NA,39,"1","captivity","medium","acceptable",NA,NA,NA,NA,NA,"1,821"
"188","00195","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","adalberti","Spanish imperial eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,44.5,"575","captivity","small","acceptable",NA,NA,NA,NA,NA,"575,972"
"189","00196","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","audax","Wedge-tailed eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,3466,NA,40,"1","captivity","small","acceptable",NA,NA,NA,NA,NA,"1,820"
"190","00197","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","chrysaetos","Golden eagle",1460,1460,40,NA,2,1,NA,110.6,NA,4800,0.126,48,"437","captivity","medium","acceptable",NA,NA,4.9929,3000,NA,"61,425,437,440,445,732"
"191","00198","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","fasciata","Bonelli's eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,0.154,20,"1","captivity","small","acceptable",NA,NA,NA,NA,NA,"1,732,820"
"192","00199","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","heliaca","Eastern imperical eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,3262,NA,56,"1","captivity","medium","acceptable",NA,NA,NA,NA,NA,"1,821"
"193","00200","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","nipalensis","Steppe eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,2745.5,NA,41,"1","captivity","small","acceptable",NA,NA,NA,NA,NA,"1,820"
"194","00201","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","pomarina","Lesser spotted eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,1370,NA,26.1,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,820"
"195","00202","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","rapax","Tawny eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996.1,0.093,40.3,"575","captivity","medium","acceptable",NA,NA,NA,NA,NA,"575,732,821"
"196","00203","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Butastur","indicus","Grey-faced buzzard",NA,NA,NA,NA,NA,NA,NA,NA,NA,415,NA,8.5,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,820"
"197","00204","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","buteo","Buzzard",730,730,NA,NA,NA,NA,NA,NA,NA,1012,0.189,28.8,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732"
"198","00205","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","jamaicensis","Red-tailed hawk",730,730,31,NA,3,1,NA,57.6,NA,1362,0.188,30.7,"427","wild","large","acceptable",NA,NA,NA,NA,NA,"1,427,437,444,445,732"
"199","00206","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","lagopus","Rough-legged hawk",730,730,29,NA,5,1,NA,41.62,NA,980.64,NA,18.8,"450","wild","small","acceptable",NA,NA,NA,NA,NA,"437,444,445,450"
"200","00207","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","lineatus","Red-shouldered hawk",365,365,33,NA,3.5,1,NA,35,NA,607,NA,22.4,"427","wild","medium","acceptable",NA,NA,2.11,658,NA,"427,435,440,444,445,820"
"201","00208","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","platypterus","Broad-winged hawk",365,365,25,NA,2.5,1,NA,28,NA,454,0.271,18.3,"577","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,577,732"
"202","00209","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","regalis","Ferruginous hawk",730,730,32,NA,3,1,NA,51.6,NA,1500,0.171,23.7,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,437,445,448,732"
"203","00210","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","rufinus","Long-legged buzzard",NA,NA,NA,NA,NA,NA,NA,NA,NA,1174.5,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"450,820"
"204","00211","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","solitarius","Hawaiian hawk",NA,NA,38,NA,1,NA,NA,35,NA,505,NA,17,"445","wild","medium","acceptable",NA,NA,NA,NA,NA,"445"
